Name	week	Player_ID	HR	R	RBI	SB	BA	GP
Abel Cuevas	0	3425	NaN	NaN	NaN	NaN	0.162	0
Maiker Feliz	0	3426	NaN	NaN	NaN	NaN	0.158	0
Miguel De La Cruz	0	3427	NaN	NaN	NaN	NaN	0.161	0
Jose Lezama	0	3428	NaN	NaN	NaN	NaN	0.158	0
Max Dutto	0	3429	NaN	NaN	NaN	NaN	0.138	0
Rafael Valdez	0	3430	NaN	NaN	NaN	NaN	0.168	0
Yimmelvyn Alonzo	0	3431	NaN	NaN	NaN	NaN	0.151	0
Trey Hair	0	3432	NaN	NaN	NaN	NaN	0.163	0
Carlos Oropeza	0	3433	NaN	NaN	NaN	NaN	0.164	0
Saury Aybar	0	3434	NaN	NaN	NaN	NaN	0.165	0
Ignacio Valdez	0	3435	NaN	NaN	NaN	NaN	0.145	0
Connor Owings	0	3436	NaN	NaN	NaN	NaN	0.162	0
Sebastian Ochoa	0	3437	NaN	NaN	NaN	NaN	0.167	0
Jose Patino	0	3438	NaN	NaN	NaN	NaN	0.17	0
Jerry Seitz	0	3439	NaN	NaN	NaN	NaN	0.158	0
Sabriel Polanco	0	3440	NaN	NaN	NaN	NaN	0.166	0
Sean Mendoza	0	3441	NaN	NaN	NaN	NaN	0.165	0
Reed Rohlman	0	3442	NaN	NaN	NaN	NaN	0.164	0
Jean Montero	0	3443	NaN	NaN	NaN	NaN	0.16	0
Nelson Gomez	0	3444	NaN	NaN	NaN	NaN	0.149	0
Yefry Reyes	0	3445	NaN	NaN	NaN	NaN	0.17	0
Jhon Alvarez	0	3446	NaN	NaN	NaN	NaN	0.16	0
Rafael Lantigua	0	3447	NaN	NaN	NaN	NaN	0.17	0
Ryan Dobson	0	3448	NaN	NaN	NaN	NaN	0.166	0
Alejandro Paulino	0	3449	NaN	NaN	NaN	NaN	0.172	0
Ignacio Otano	0	3450	NaN	NaN	NaN	NaN	0.17	0
Chavez Young	0	3451	NaN	NaN	NaN	NaN	0.164	0
Jesus Morales	0	3452	NaN	NaN	NaN	NaN	0.177	0
Derian Cruz	0	3453	NaN	NaN	NaN	NaN	0.172	0
Pedro Gonzalez	0	3454	NaN	NaN	NaN	NaN	0.16	0
Jose Cabello	0	3455	NaN	NaN	NaN	NaN	0.16	0
Henry Lugo	0	3456	NaN	NaN	NaN	NaN	0.17	0
Julio Mendez	0	3457	NaN	NaN	NaN	NaN	0.171	0
Pablo Jimenez	0	3458	NaN	NaN	NaN	NaN	0.159	0
Andy Diaz	0	3459	NaN	NaN	NaN	NaN	0.153	0
Agustin Marte	0	3460	NaN	NaN	NaN	NaN	0.171	0
Colton Shaver	0	3461	NaN	NaN	NaN	NaN	0.147	0
Juan Rodriguez	0	3462	NaN	NaN	NaN	NaN	0.159	0
David Lozano	0	3463	NaN	NaN	NaN	NaN	0.171	0
Luis Montero	0	3464	NaN	NaN	NaN	NaN	0.164	0
Carlos Jean	0	3465	NaN	NaN	NaN	NaN	0.16	0
Gilberto Celestino	0	3466	NaN	NaN	NaN	NaN	0.159	0
Kyle Davis	0	3467	NaN	NaN	NaN	NaN	0.156	0
Tre Carter	0	3468	NaN	NaN	NaN	NaN	0.156	0
Miles Gordon	0	3469	NaN	NaN	NaN	NaN	0.156	0
Hunter Newman	0	3470	NaN	NaN	NaN	NaN	0.163	0
Carlos Perez	0	3471	NaN	NaN	NaN	NaN	0.168	0
Luis Encarnacion	0	3472	NaN	NaN	NaN	NaN	0.153	0
Anderson Bohorquez	0	3473	NaN	NaN	NaN	NaN	0.171	0
Mc Gregory Contreras	0	3474	NaN	NaN	NaN	NaN	0.158	0
Yhon Perez	0	3475	NaN	NaN	NaN	NaN	0.171	0
Frankeny Fernandez	0	3476	NaN	NaN	NaN	NaN	0.164	0
Keibert Petit	0	3477	NaN	NaN	NaN	NaN	0.163	0
Angel Molina	0	3478	NaN	NaN	NaN	NaN	0.162	0
Johan Sala	0	3479	NaN	NaN	NaN	NaN	0.165	0
Carlos Mosquera	0	3480	NaN	NaN	NaN	NaN	0.162	0
Victor Rodriguez	0	3481	NaN	NaN	NaN	NaN	0.163	0
Felix Abreu	0	3482	NaN	NaN	NaN	NaN	0.161	0
Jake Adams	0	3483	NaN	NaN	NaN	NaN	0.142	0
Devin Davis	0	3484	NaN	NaN	NaN	NaN	0.157	0
Danny Tovar	0	3485	NaN	NaN	NaN	NaN	0.155	0
Juan Carlos Negret	0	3486	NaN	NaN	NaN	NaN	0.155	0
Jose Gonzalez	0	3487	NaN	NaN	NaN	NaN	0.16	0
Manny Argomaniz	0	3488	NaN	NaN	NaN	NaN	0.155	0
Leonardo Ortiz	0	3489	NaN	NaN	NaN	NaN	0.165	0
Jefrey Souffront	0	3490	NaN	NaN	NaN	NaN	0.163	0
Jose Curpa	0	3491	NaN	NaN	NaN	NaN	0.169	0
Sebastian Rivero	0	3492	NaN	NaN	NaN	NaN	0.169	0
Keyder Aristigueta	0	3493	NaN	NaN	NaN	NaN	0.166	0
Reinaldo Ugueto	0	3494	NaN	NaN	NaN	NaN	0.173	0
Francisco Acuna	0	3495	NaN	NaN	NaN	NaN	0.16	0
Nolan Perez	0	3496	NaN	NaN	NaN	NaN	0.16	0
Gilbert Lara	0	3497	NaN	NaN	NaN	NaN	0.167	0
Ivan Houellemont	0	3498	NaN	NaN	NaN	NaN	0.17	0
Markel Jones	0	3499	NaN	NaN	NaN	NaN	0.151	0
Herson Perez	0	3500	NaN	NaN	NaN	NaN	0.17	0
Adrian Tovalin	0	3501	NaN	NaN	NaN	NaN	0.151	0
Justin Lopez	0	3502	NaN	NaN	NaN	NaN	0.17	0
Juan Pascal	0	3503	NaN	NaN	NaN	NaN	0.172	0
Imeldo Diaz	0	3504	NaN	NaN	NaN	NaN	0.171	0
Dylan Busby	0	3505	NaN	NaN	NaN	NaN	0.162	0
Rafael Rincones	0	3506	NaN	NaN	NaN	NaN	0.158	0
Nic Pierre	0	3507	NaN	NaN	NaN	NaN	0.163	0
Cristhian Vasquez	0	3508	NaN	NaN	NaN	NaN	0.16	0
Cristopher Perez	0	3509	NaN	NaN	NaN	NaN	0.175	0
Torii Hunter	0	3510	NaN	NaN	NaN	NaN	0.162	0
Tirso Ornelas	0	3511	NaN	NaN	NaN	NaN	0.152	0
Miguel Patino	0	3512	NaN	NaN	NaN	NaN	0.172	0
Marcos Estevez	0	3513	NaN	NaN	NaN	NaN	0.147	0
Isrrael De La Cruz	0	3514	NaN	NaN	NaN	NaN	0.169	0
Tucupita Marcano	0	3515	NaN	NaN	NaN	NaN	0.167	0
Wilkyns Jimenez	0	3516	NaN	NaN	NaN	NaN	0.163	0
Jevi Hernandez	0	3517	NaN	NaN	NaN	NaN	0.161	0
Jose King	0	3518	NaN	NaN	NaN	NaN	0.173	0
Caldioli Sanfler	0	3519	NaN	NaN	NaN	NaN	0.158	0
Bryan Bencosme	0	3520	NaN	NaN	NaN	NaN	0.16	0
Zeke White	0	3521	NaN	NaN	NaN	NaN	0.152	0
Pat McInerney	0	3522	NaN	NaN	NaN	NaN	0.147	0
Darling Cuesto	0	3523	NaN	NaN	NaN	NaN	0.158	0
Thomas Jones	0	3524	NaN	NaN	NaN	NaN	0.146	0
Rolando Lebron	0	3525	NaN	NaN	NaN	NaN	0.159	0
Franklin Torres	0	3526	NaN	NaN	NaN	NaN	0.171	0
Julio De La Cruz	0	3527	NaN	NaN	NaN	NaN	0.157	0
Connor MacDonald	0	3528	NaN	NaN	NaN	NaN	0.153	0
Juan Camacho	0	3529	NaN	NaN	NaN	NaN	0.165	0
Jose Lizarraga	0	3530	NaN	NaN	NaN	NaN	0.16	0
Carlos Reina	0	3531	NaN	NaN	NaN	NaN	0.158	0
Kenny Corey	0	3532	NaN	NaN	NaN	NaN	0.167	0
Miguel Flames	0	3533	NaN	NaN	NaN	NaN	0.161	0
Dariel Gomez	0	3534	NaN	NaN	NaN	NaN	0.156	0
Luis Avalo	0	3535	NaN	NaN	NaN	NaN	0.162	0
Fernando Diaz	0	3536	NaN	NaN	NaN	NaN	0.152	0
Luis Torrealba	0	3537	NaN	NaN	NaN	NaN	0.155	0
Carlos Canelon	0	3538	NaN	NaN	NaN	NaN	0.152	0
Jonathan Sierra	0	3539	NaN	NaN	NaN	NaN	0.159	0
Lazaro Armenteros	0	3540	NaN	NaN	NaN	NaN	0.156	0
Renaigel Martis	0	3541	NaN	NaN	NaN	NaN	0.153	0
Rafael Oliveras	0	3542	NaN	NaN	NaN	NaN	0.169	0
Yancarlos Baez	0	3543	NaN	NaN	NaN	NaN	0.166	0
Fidel Mejia	0	3544	NaN	NaN	NaN	NaN	0.169	0
Keinner Pina	0	3545	NaN	NaN	NaN	NaN	0.164	0
Victor Tademo	0	3546	NaN	NaN	NaN	NaN	0.167	0
Bryan Torres	0	3547	NaN	NaN	NaN	NaN	0.166	0
Sam Huff	0	3548	NaN	NaN	NaN	NaN	0.153	0
Angel Santos	0	3549	NaN	NaN	NaN	NaN	0.15	0
Julio Pena	0	3550	NaN	NaN	NaN	NaN	0.155	0
Aldemar Burgos	0	3551	NaN	NaN	NaN	NaN	0.16	0
Marfrey Ortega	0	3552	NaN	NaN	NaN	NaN	0.15	0
Taylor Walls	0	3553	NaN	NaN	NaN	NaN	0.155	0
Jean Carlos Encarnacion	0	3554	NaN	NaN	NaN	NaN	0.166	0
Aaron Arruda	0	3555	NaN	NaN	NaN	NaN	0.154	0
Kelvin Alarcon	0	3556	NaN	NaN	NaN	NaN	0.157	0
Alexander Santana	0	3557	NaN	NaN	NaN	NaN	0.151	0
Jaffe Garcia	0	3558	NaN	NaN	NaN	NaN	0.144	0
Luis Laurencio	0	3559	NaN	NaN	NaN	NaN	0.153	0
Robertico Medina	0	3560	NaN	NaN	NaN	NaN	0.147	0
Luis Brito	0	3561	NaN	NaN	NaN	NaN	0.159	0
Franklin Correa	0	3562	NaN	NaN	NaN	NaN	0.166	0
Francis Azcona	0	3563	NaN	NaN	NaN	NaN	0.16	0
Collin Theroux	0	3564	NaN	NaN	NaN	NaN	0.135	0
Aldenis Sanchez	0	3565	NaN	NaN	NaN	NaN	0.162	0
Jose Jules	0	3566	NaN	NaN	NaN	NaN	0.157	0
Cristian Gomez	0	3567	NaN	NaN	NaN	NaN	0.161	0
Rafael Mejia	0	3568	NaN	NaN	NaN	NaN	0.154	0
Jeter Downs	0	3569	NaN	NaN	NaN	NaN	0.16	0
Felix Osorio	0	3570	NaN	NaN	NaN	NaN	0.154	0
Stanley Espinal	0	3571	NaN	NaN	NaN	NaN	0.161	0
Braulio Vasquez	0	3572	NaN	NaN	NaN	NaN	0.167	0
Juan Uriarte	0	3573	NaN	NaN	NaN	NaN	0.159	0
Luis Ubiera	0	3574	NaN	NaN	NaN	NaN	0.157	0
Dixon Gutierrez	0	3575	NaN	NaN	NaN	NaN	0.161	0
Jeremy Fernandez	0	3576	NaN	NaN	NaN	NaN	0.171	0
Josh Magee	0	3577	NaN	NaN	NaN	NaN	0.148	0
Hansel Jimenez	0	3578	NaN	NaN	NaN	NaN	0.157	0
Luis De La Rosa	0	3579	NaN	NaN	NaN	NaN	0.155	0
Juan Pineda	0	3580	NaN	NaN	NaN	NaN	0.171	0
Juan Araujo	0	3581	NaN	NaN	NaN	NaN	0.153	0
Carlos Rivero	0	3582	NaN	NaN	NaN	NaN	0.159	0
Griffin Garabito	0	3583	NaN	NaN	NaN	NaN	0.165	0
Jo Adell	0	3584	NaN	NaN	NaN	NaN	0.158	0
Evan Alexander	0	3585	NaN	NaN	NaN	NaN	0.15	0
Landerson Pena	0	3586	NaN	NaN	NaN	NaN	0.159	0
Alvaro Rubi	0	3587	NaN	NaN	NaN	NaN	0.156	0
Carlos Narvaez	0	3588	NaN	NaN	NaN	NaN	0.159	0
Luis Avila	0	3589	NaN	NaN	NaN	NaN	0.17	0
Moises Gomez	0	3590	NaN	NaN	NaN	NaN	0.159	0
Anyesber Sivira	0	3591	NaN	NaN	NaN	NaN	0.169	0
Mitch Piatnik	0	3592	NaN	NaN	NaN	NaN	0.16	0
Francisco Rodriguez	0	3593	NaN	NaN	NaN	NaN	0.148	0
Didimo Bracho	0	3594	NaN	NaN	NaN	NaN	0.164	0
Andy Yerzy	0	3595	NaN	NaN	NaN	NaN	0.159	0
Seuly Matias	0	3596	NaN	NaN	NaN	NaN	0.155	0
Luis Perez	0	3597	NaN	NaN	NaN	NaN	0.165	0
Frank Califano	0	3598	NaN	NaN	NaN	NaN	0.16	0
Leobaldo Cabrera	0	3599	NaN	NaN	NaN	NaN	0.157	0
Rafioby Urena	0	3600	NaN	NaN	NaN	NaN	0.16	0
Ronaldo Urdaneta	0	3601	NaN	NaN	NaN	NaN	0.161	0
Ryan Gold	0	3602	NaN	NaN	NaN	NaN	0.156	0
Wilmer Dominguez	0	3603	NaN	NaN	NaN	NaN	0.162	0
Henrry Pedra	0	3604	NaN	NaN	NaN	NaN	0.156	0
Jesus Lage	0	3605	NaN	NaN	NaN	NaN	0.168	0
Moises Cabrera	0	3606	NaN	NaN	NaN	NaN	0.159	0
Gleyvin Pineda	0	3607	NaN	NaN	NaN	NaN	0.165	0
Jose Caraballo	0	3608	NaN	NaN	NaN	NaN	0.157	0
Starlin Paulino	0	3609	NaN	NaN	NaN	NaN	0.16	0
Daniel Romero	0	3610	NaN	NaN	NaN	NaN	0.168	0
Yeison Coca	0	3611	NaN	NaN	NaN	NaN	0.168	0
Romer Cuadrado	0	3612	NaN	NaN	NaN	NaN	0.154	0
Hector Hernandez	0	3613	NaN	NaN	NaN	NaN	0.153	0
Alexis Wilson	0	3614	NaN	NaN	NaN	NaN	0.156	0
Santo Falcon	0	3615	NaN	NaN	NaN	NaN	0.161	0
Rayneldy Rosario	0	3616	NaN	NaN	NaN	NaN	0.163	0
Nick Kaye	0	3617	NaN	NaN	NaN	NaN	0.146	0
Grabiel Jimenez	0	3618	NaN	NaN	NaN	NaN	0.158	0
Freddy De Jesus	0	3619	NaN	NaN	NaN	NaN	0.152	0
Ildemaro Escalona	0	3620	NaN	NaN	NaN	NaN	0.17	0
Hansel Moreno	0	3621	NaN	NaN	NaN	NaN	0.164	0
Mikey Edie	0	3622	NaN	NaN	NaN	NaN	0.162	0
Pablo Abreu	0	3623	NaN	NaN	NaN	NaN	0.155	0
Daniel Franco	0	3624	NaN	NaN	NaN	NaN	0.162	0
Sauryn Lao	0	3625	NaN	NaN	NaN	NaN	0.159	0
Zach Jarrett	0	3626	NaN	NaN	NaN	NaN	0.153	0
Miguel Hernandez	0	3627	NaN	NaN	NaN	NaN	0.155	0
Oswald Peraza	0	3628	NaN	NaN	NaN	NaN	0.166	0
Sanel Rosendo	0	3629	NaN	NaN	NaN	NaN	0.148	0
Cristhian Pedroza	0	3630	NaN	NaN	NaN	NaN	0.163	0
Bryant Aragon	0	3631	NaN	NaN	NaN	NaN	0.157	0
Angel Medina	0	3632	NaN	NaN	NaN	NaN	0.162	0
Fernando Valdez	0	3633	NaN	NaN	NaN	NaN	0.15	0
Nick Pratto	0	3634	NaN	NaN	NaN	NaN	0.156	0
Julio Cabrera	0	3635	NaN	NaN	NaN	NaN	0.153	0
Elias Arias	0	3636	NaN	NaN	NaN	NaN	0.154	0
Justin Bridgman	0	3637	NaN	NaN	NaN	NaN	0.171	0
Jimmy Mojica	0	3638	NaN	NaN	NaN	NaN	0.163	0
Domingo Martinez	0	3639	NaN	NaN	NaN	NaN	0.156	0
Franklin Soto	0	3640	NaN	NaN	NaN	NaN	0.169	0
Jose Rivero	0	3641	NaN	NaN	NaN	NaN	0.167	0
Erick Mordock	0	3642	NaN	NaN	NaN	NaN	0.167	0
Shervyen Newton	0	3643	NaN	NaN	NaN	NaN	0.152	0
Jorge Parra	0	3644	NaN	NaN	NaN	NaN	0.161	0
Marcos Rivera	0	3645	NaN	NaN	NaN	NaN	0.157	0
Yolberth Gideon	0	3646	NaN	NaN	NaN	NaN	0.16	0
Jorge Ynirio	0	3647	NaN	NaN	NaN	NaN	0.168	0
Jean Carmona	0	3648	NaN	NaN	NaN	NaN	0.161	0
Jesus Atencio	0	3649	NaN	NaN	NaN	NaN	0.162	0
Kenneth Betancourt	0	3650	NaN	NaN	NaN	NaN	0.167	0
Antonio Sucre	0	3651	NaN	NaN	NaN	NaN	0.152	0
Westhers Magdaleno	0	3652	NaN	NaN	NaN	NaN	0.161	0
Oscateri Castillo	0	3653	NaN	NaN	NaN	NaN	0.154	0
Marcos Brito	0	3654	NaN	NaN	NaN	NaN	0.162	0
Juan Avila	0	3655	NaN	NaN	NaN	NaN	0.156	0
Sam Kennelly	0	3656	NaN	NaN	NaN	NaN	0.156	0
Derik Capitillo	0	3657	NaN	NaN	NaN	NaN	0.157	0
Luis Almanzar	0	3658	NaN	NaN	NaN	NaN	0.168	0
Mikell Granberry	0	3659	NaN	NaN	NaN	NaN	0.157	0
Randy Vasquez	0	3660	NaN	NaN	NaN	NaN	0.156	0
Moises Castillo	0	3661	NaN	NaN	NaN	NaN	0.164	0
Delvin Perez	0	3662	NaN	NaN	NaN	NaN	0.165	0
Gabriel Brito	0	3663	NaN	NaN	NaN	NaN	0.159	0
Ricardo Rodriguez	0	3664	NaN	NaN	NaN	NaN	0.162	0
Marco Hernandez	0	3665	NaN	NaN	NaN	NaN	0.161	0
Luis Almanzar	0	3666	NaN	NaN	NaN	NaN	0.161	0
Mike Garzillo	0	3667	NaN	NaN	NaN	NaN	0.157	0
Gabriel Santana	0	3668	NaN	NaN	NaN	NaN	0.156	0
Jean Eusebio	0	3669	NaN	NaN	NaN	NaN	0.153	0
Wascar De Leon	0	3670	NaN	NaN	NaN	NaN	0.164	0
Omar Medina	0	3671	NaN	NaN	NaN	NaN	0.16	0
Jose Theran	0	3672	NaN	NaN	NaN	NaN	0.166	0
Nicolas Miranda	0	3673	NaN	NaN	NaN	NaN	0.162	0
Albert Guaimaro	0	3674	NaN	NaN	NaN	NaN	0.157	0
Darwin Alvarado	0	3675	NaN	NaN	NaN	NaN	0.154	0
Angel Manzanarez	0	3676	NaN	NaN	NaN	NaN	0.164	0
Jacy Cave	0	3677	NaN	NaN	NaN	NaN	0.157	0
Raul Beracierta	0	3678	NaN	NaN	NaN	NaN	0.158	0
Jansiel Rivera	0	3679	NaN	NaN	NaN	NaN	0.146	0
Keshawn Lynch	0	3680	NaN	NaN	NaN	NaN	0.162	0
Angeddy Almanzar	0	3681	NaN	NaN	NaN	NaN	0.154	0
Francis Martinez	0	3682	NaN	NaN	NaN	NaN	0.153	0
Luis Rojas	0	3683	NaN	NaN	NaN	NaN	0.168	0
Wilkerman Garcia	0	3684	NaN	NaN	NaN	NaN	0.165	0
Ronaldo Marrero	0	3685	NaN	NaN	NaN	NaN	0.168	0
Hendrik Clementina	0	3686	NaN	NaN	NaN	NaN	0.155	0
Carlos Sanchez	0	3687	NaN	NaN	NaN	NaN	0.156	0
Anthony Coronado	0	3688	NaN	NaN	NaN	NaN	0.151	0
Luis De Los Santos	0	3689	NaN	NaN	NaN	NaN	0.163	0
Rafael Gamboa	0	3690	NaN	NaN	NaN	NaN	0.157	0
Osvaldo Oliva	0	3691	NaN	NaN	NaN	NaN	0.161	0
Brayan Morales	0	3692	NaN	NaN	NaN	NaN	0.153	0
Orlando Marquez	0	3693	NaN	NaN	NaN	NaN	0.151	0
Victor Moscote	0	3694	NaN	NaN	NaN	NaN	0.158	0
Andres Chaparro	0	3695	NaN	NaN	NaN	NaN	0.152	0
Brailin Mesa	0	3696	NaN	NaN	NaN	NaN	0.158	0
Dayon Olmo	0	3697	NaN	NaN	NaN	NaN	0.155	0
Luis Arcendo	0	3698	NaN	NaN	NaN	NaN	0.161	0
Jonathan Aranda	0	3699	NaN	NaN	NaN	NaN	0.167	0
Yordi Francisco	0	3700	NaN	NaN	NaN	NaN	0.158	0
Owen Spiwak	0	3701	NaN	NaN	NaN	NaN	0.147	0
Welin Liriano	0	3702	NaN	NaN	NaN	NaN	0.148	0
Jason Rodriguez	0	3703	NaN	NaN	NaN	NaN	0.156	0
Ivan Gonzalez	0	3704	NaN	NaN	NaN	NaN	0.163	0
Aaron Familia	0	3705	NaN	NaN	NaN	NaN	0.143	0
Ronny Jimenez	0	3706	NaN	NaN	NaN	NaN	0.155	0
Angel De Leon	0	3707	NaN	NaN	NaN	NaN	0.146	0
Steward Berroa	0	3708	NaN	NaN	NaN	NaN	0.152	0
Kwang-Min Kwon	0	3709	NaN	NaN	NaN	NaN	0.151	0
Rougned Odor	0	3710	NaN	NaN	NaN	NaN	0.16	0
Livan Soto	0	3711	NaN	NaN	NaN	NaN	0.162	0
Jheyser Azuaje	0	3712	NaN	NaN	NaN	NaN	0.164	0
Cecilio Aybar	0	3713	NaN	NaN	NaN	NaN	0.164	0
Dalgeli Diaz	0	3714	NaN	NaN	NaN	NaN	0.154	0
Alfredo Balbuena	0	3715	NaN	NaN	NaN	NaN	0.16	0
Yhordegny Kelly	0	3716	NaN	NaN	NaN	NaN	0.146	0
Hanleth Otano	0	3717	NaN	NaN	NaN	NaN	0.155	0
Edidson Rojas	0	3718	NaN	NaN	NaN	NaN	0.158	0
Edinson Valdez	0	3719	NaN	NaN	NaN	NaN	0.157	0
Yonathan Perlaza	0	3720	NaN	NaN	NaN	NaN	0.164	0
Darryl Knight	0	3721	NaN	NaN	NaN	NaN	0.149	0
Santiago Vital	0	3722	NaN	NaN	NaN	NaN	0.157	0
Pabel Manzanero	0	3723	NaN	NaN	NaN	NaN	0.156	0
Miguelangel Sierra	0	3724	NaN	NaN	NaN	NaN	0.152	0
Pedro Ventura	0	3725	NaN	NaN	NaN	NaN	0.16	0
Gonzalo Galastica	0	3726	NaN	NaN	NaN	NaN	0.167	0
Miguel Pena	0	3727	NaN	NaN	NaN	NaN	0.162	0
Carlos Soler	0	3728	NaN	NaN	NaN	NaN	0.154	0
Blake Butera	0	3729	NaN	NaN	NaN	NaN	0.161	0
Emmanuel Morel	0	3730	NaN	NaN	NaN	NaN	0.159	0
Cesar Cortez	0	3731	NaN	NaN	NaN	NaN	0.151	0
Terrance Robertson	0	3732	NaN	NaN	NaN	NaN	0.148	0
Robert Molina	0	3733	NaN	NaN	NaN	NaN	0.159	0
Osvaldo Santilien	0	3734	NaN	NaN	NaN	NaN	0.154	0
Tristan Graham	0	3735	NaN	NaN	NaN	NaN	0.156	0
Franly Mallen	0	3736	NaN	NaN	NaN	NaN	0.161	0
Jonathan Matute	0	3737	NaN	NaN	NaN	NaN	0.153	0
Moises Nunez	0	3738	NaN	NaN	NaN	NaN	0.151	0
Anderson Melendez	0	3739	NaN	NaN	NaN	NaN	0.158	0
Luis Joseph	0	3740	NaN	NaN	NaN	NaN	0.17	0
Ismaldo Rodriguez	0	3741	NaN	NaN	NaN	NaN	0.15	0
Deury Carrasco	0	3742	NaN	NaN	NaN	NaN	0.156	0
Valentin Martinez	0	3743	NaN	NaN	NaN	NaN	0.154	0
Joey Rose	0	3744	NaN	NaN	NaN	NaN	0.154	0
Jorge Gordon	0	3745	NaN	NaN	NaN	NaN	0.16	0
Jose Fermin	0	3746	NaN	NaN	NaN	NaN	0.165	0
Jose Rojas	0	3747	NaN	NaN	NaN	NaN	0.153	0
Carlos Talavera	0	3748	NaN	NaN	NaN	NaN	0.151	0
Oswaldo Garcia	0	3749	NaN	NaN	NaN	NaN	0.156	0
Albert Suarez	0	3750	NaN	NaN	NaN	NaN	0.162	0
Jonathan Amundaray	0	3751	NaN	NaN	NaN	NaN	0.152	0
Jose Gutierrez	0	3752	NaN	NaN	NaN	NaN	0.157	0
Drew Waters	0	3753	NaN	NaN	NaN	NaN	0.15	0
Danienger Perez	0	3754	NaN	NaN	NaN	NaN	0.161	0
Joel Novas	0	3755	NaN	NaN	NaN	NaN	0.164	0
Fabian Andrade	0	3756	NaN	NaN	NaN	NaN	0.156	0
Ismerling Mota	0	3757	NaN	NaN	NaN	NaN	0.155	0
Jean Carlos Soto	0	3758	NaN	NaN	NaN	NaN	0.154	0
Dionis Paulino	0	3759	NaN	NaN	NaN	NaN	0.15	0
Jonathan Rivera	0	3760	NaN	NaN	NaN	NaN	0.156	0
Santiago Rincon	0	3761	NaN	NaN	NaN	NaN	0.146	0
Eduardo Torrealba	0	3762	NaN	NaN	NaN	NaN	0.161	0
Shakir Albert	0	3763	NaN	NaN	NaN	NaN	0.152	0
Ranfy Adon	0	3764	NaN	NaN	NaN	NaN	0.147	0
Nathanael Javier	0	3765	NaN	NaN	NaN	NaN	0.163	0
Samir Caraballo	0	3766	NaN	NaN	NaN	NaN	0.164	0
Luis Rodriguez	0	3767	NaN	NaN	NaN	NaN	0.158	0
Andres Ayon	0	3768	NaN	NaN	NaN	NaN	0.156	0
Juan Zabala	0	3769	NaN	NaN	NaN	NaN	0.152	0
Richard Nunez	0	3770	NaN	NaN	NaN	NaN	0.15	0
Anthony Rodriguez	0	3771	NaN	NaN	NaN	NaN	0.146	0
Bryan Tejeda	0	3772	NaN	NaN	NaN	NaN	0.157	0
Williams Calderon	0	3773	NaN	NaN	NaN	NaN	0.159	0
Jeison Guzman	0	3774	NaN	NaN	NaN	NaN	0.161	0
Leandro Santana	0	3775	NaN	NaN	NaN	NaN	0.149	0
Zack Bowers	0	3776	NaN	NaN	NaN	NaN	0.145	0
Leonel Valera	0	3777	NaN	NaN	NaN	NaN	0.161	0
Edwin Mateo	0	3778	NaN	NaN	NaN	NaN	0.15	0
Francisco Medina	0	3779	NaN	NaN	NaN	NaN	0.154	0
Hector Martinez	0	3780	NaN	NaN	NaN	NaN	0.143	0
Richard Barcenas	0	3781	NaN	NaN	NaN	NaN	0.157	0
Geoandry Montilla	0	3782	NaN	NaN	NaN	NaN	0.148	0
DeAndre Asbury-Heath	0	3783	NaN	NaN	NaN	NaN	0.152	0
Edgar Made	0	3784	NaN	NaN	NaN	NaN	0.157	0
Ricardo Genoves	0	3785	NaN	NaN	NaN	NaN	0.155	0
Danny Contreras	0	3786	NaN	NaN	NaN	NaN	0.148	0
Oliver Pascual	0	3787	NaN	NaN	NaN	NaN	0.159	0
Luis Flores	0	3788	NaN	NaN	NaN	NaN	0.163	0
Jose Bermudez	0	3789	NaN	NaN	NaN	NaN	0.154	0
Kalik May	0	3790	NaN	NaN	NaN	NaN	0.148	0
Jesus Severino	0	3791	NaN	NaN	NaN	NaN	0.156	0
Christian Valerio	0	3792	NaN	NaN	NaN	NaN	0.16	0
Zach Rutherford	0	3793	NaN	NaN	NaN	NaN	0.159	0
Cal Jones	0	3794	NaN	NaN	NaN	NaN	0.154	0
Jesus Navarro	0	3795	NaN	NaN	NaN	NaN	0.162	0
Blinger Perez	0	3796	NaN	NaN	NaN	NaN	0.152	0
Luis Mieses	0	3797	NaN	NaN	NaN	NaN	0.157	0
Oscar Campos	0	3798	NaN	NaN	NaN	NaN	0.159	0
Anderson Comas	0	3799	NaN	NaN	NaN	NaN	0.157	0
Levi Scott	0	3800	NaN	NaN	NaN	NaN	0.15	0
Jeikol Contreras	0	3801	NaN	NaN	NaN	NaN	0.145	0
Walner Espinal	0	3802	NaN	NaN	NaN	NaN	0.159	0
Ramy Perez	0	3803	NaN	NaN	NaN	NaN	0.157	0
Alexis Torres	0	3804	NaN	NaN	NaN	NaN	0.155	0
Jose Torrealba	0	3805	NaN	NaN	NaN	NaN	0.154	0
Mailon Arroyo	0	3806	NaN	NaN	NaN	NaN	0.152	0
Vicente Sanchez	0	3807	NaN	NaN	NaN	NaN	0.145	0
Alexis Garcia	0	3808	NaN	NaN	NaN	NaN	0.159	0
Robert Javier	0	3809	NaN	NaN	NaN	NaN	0.152	0
Alonzo Medina	0	3810	NaN	NaN	NaN	NaN	0.145	0
Ryan Garcia	0	3811	NaN	NaN	NaN	NaN	0.149	0
Sandy Mota	0	3812	NaN	NaN	NaN	NaN	0.158	0
